變數,係數,標準誤,z值,p值,顯著
Intercept,0.34775908080088025,0.018464243084652318,18.83419099318192,3.9613403803509285e-79,True
political_centered,-0.00774655717543138,0.003399474346918275,-2.278751472989895,0.022681843053840103,True
age_centered,-0.000801953373649012,9.158908690514773e-05,-8.755992670606464,2.0231486627822357e-18,True
religious_centered,-0.012984686164352202,0.002980383331024167,-4.356716811957943,1.3202790736895568e-05,True
country_util_centered,-0.28251985362893084,0.4494190691730468,-0.628633435934931,0.5295890652847224,False
