比較,LRT_χ²,df,p值,AIC_base,AIC_interaction,AIC_improvement,顯著
Base vs Interaction Model,1.3575814262148924,2,0.5072300082353255,410749.81634915434,410752.4587677281,-2.6424185737851076,
