比較,LRT_χ²,df,p值,AIC_base,AIC_interaction,AIC_improvement,顯著
Base vs Interaction Model,0.05412582348799333,1,0.8160335301863545,410749.81634915434,410751.76222333085,-1.9458741765120067,
