模型,Log-Likelihood,AIC,BIC,國家數,群組間變異(τ₀₀),群組內變異(σ²),ICC
Null Model (兩層),-215468.1417766721,430942.2835533442,430974.2859651501,130,0.03810693272551914,0.22737018564757014,0.1435413076616472
