交互作用項,係數,標準誤,z值,p值,Odds_Ratio,顯著
Cluster_Eastern_x_political_centered,-0.036672510455553885,0.05436902429849198,-0.6745111012884419,0.49998643034380363,0.9639917808900986,False
Cluster_Southern_x_political_centered,-0.04015584156126484,0.0391169978021564,-1.0265573489142148,0.30462894619910685,0.9606397198926235,False
